#日期，当日票房（万元)
2021-09-29,13500
2021-09-30,20519.1305
2021-10-01,41080.2702
2021-10-02,43856.7983
2021-10-03,47309.8564
2021-10-04,48444.3959
2021-10-05,49375.9898
2021-10-06,51383.7923
2021-10-07,39187.4423
2021-10-08,16516.2361
2021-10-09,23849.2472
2021-10-10,30207.1018
2021-10-11,10320.4969
2021-10-12,8651.5850
2021-10-13,7535.7342
2021-10-14,7158.1283
2021-10-15,11250.7242
2021-10-16,20600.6389
2021-10-17,14514.6157
2021-10-18,4913.1285
2021-10-19,4575.7535
2021-10-20,4210.8835
2021-10-21,3886.6412
2021-10-22,5646.5444
2021-10-23,9177.5552
2021-10-24,5758.2402
2021-10-25,2014.2884
2021-10-26,1996.8134
2021-10-27,1839.9568
2021-10-28,1721.1878
2021-10-29,2839.9347
2021-10-30,5531.7086
2021-10-31,3802.9
2021-11-01,1129.8
2021-11-02,1059.9
2021-11-03,1003.5
2021-11-04,908.7
2021-11-05,1300.7
2021-11-06,2548.8
2021-11-07,1735.7
2021-11-08,550.1
2021-11-09,499.3
2021-11-10,490.5
2021-11-11,462.8
2021-11-12,646.8
2021-11-13,1442.1
2021-11-14,1028.2
2021-11-15,323.8
2021-11-16,314.6
2021-11-17,326.5
2021-11-18,334.6
2021-11-19,476.3
2021-11-20,1011.4
2021-11-21,920.0
2021-11-22,345.5
2021-11-23,347.2
2021-11-24,376.0
2021-11-25,420.5
2021-11-26,522.9
2021-11-27,1100.2
2021-11-28,821.9
2021-11-29,242.2
2021-11-30,245.7
